리뷰	플레이타임	유용한 평가	재밌는 평가	구매게임 수	작성 년도	작성 월	label
값싼 노동력 상시모집합니다.자격요건 : 신체건강한 사람이라면 누구나 가능업무 : 간단한 업무 및 가끔 몸쓰는 일 있을수있어요. 주로 도구사용하는일이라 어렵지않아요.급여 및 근무시간 : 추후 협의처음하시는분들도 어렵지않게 교육시켜드려요 ^^. 가족같은 분위기!! 부담갖지 마시고 저희 센터에 지원하셔서 같이 근무해요.문의 및 온라인지원 : http://steamcommunity.com/id/stlnz	5.5	11	9	92	2018	12	1
정말 한번 잡으면 계속하는 게임이군요.귀여운 그래픽에 좋은 사운드를 가진 힐링게임입니다. 꿀잼!!	146.5	11	1	55	2016	12	1
힐링 게임! 일상에 지치신 분들에게 추천합니다^^	4.9	15	2	2447	2017	11	1
이것도 어떻게 보면 NTR게임....	233.8	17	2	122	2017	11	1
너무 힐링되서 스트레스 받는 겜 못하겠어...	68.4	7	4	113	2020	9	1
말해뭐하겠습니까	175.5	10	0	38	2020	9	1
시간 삭제 게임	63.9	12	3	55	2021	5	1
컨텐츠가 많고 업데이트가 지속적이다. 질리다 싶을때는 모드를 깔아서 색다른 느낌을 줄 수도 있다. 주 컨텐츠인 농사 말고도 다방면으로 즐길 재미가 있는 게임 업데이트를 공짜로 해준다..... 갓겜	120.8	8	0	13	2020	9	1
ㅎㅎㅎㅎㅎ 매 캐릭마다 새로워 처음엔 걍 힐링할려했지만 이젠 걍 노동	1214.6	8	8	43	2020	7	1
"일에 지친 사람들에게 편안한 휴식을 줘요 ... 대신 이 게임을 또 하나의 일로 생각하고 일명 효율충으로 살아간다면 게임의 의미가 좀 옅어질거라고 생각해요 ....ㅎㅎ 그러니 우리 모두 천천히, 느리게, ""나는 자연인이다"" 를 찍어보아요 ..!! 게임에서 .. ㅎㅎㅎ ㅠㅁ ㅠ"	193.0	8	3	128	2018	6	1
뭐랄까.. 굉장히 마약 같은 게임입니다.순수하게(?) 농장을 경영하고, 마을 사람들과 커뮤니케이션을 하면서 힐링하는 게임.정신 차려보니 6시간 째 플레이 하고 있었습니다... 할인 할때 구매하세요.여러분도 같이 합법 마약을 합시다 ^^*.....	129.1	6	0	35	2017	6	1
순수 노가다에 각 맵에 어울리는 브금 치유되는 마을 풍경 그리고 캐릭터(NPC)들만의 독특한 개성표현까지 정말 훌륭한 게임이라 생각합니다.	84.4	8	0	59	2017	3	1
쫀나 재밌어서 100시간 금방 지나감 근데 결혼후에 할만한 컨텐츠가 없어서 아쉽다	156.2	8	0	91	2018	5	1
좋아좋아~ 뭐가좋냐구요? 과몰입오타쿠되기 딱! 좋아좋아~	275.1	16	4	20	2019	8	1
게임 최고 모드 최고	348.0	8	1	98	2019	3	1
초반까지는 힐링이 되는 치유게임이라고 생각합니다.중반부터 무언가 잘못됨을 느낍니다.후반부터는 이제 그만둘 수 없습니다.어서오세요, 스타듀벨리.	85.3	6	2	91	2018	6	1
재밌네요 ㅎㅎㅎ포아너 살려고 했다가 환불시키고 스타듀밸리를 우연치않게 샀는데 만족합니다.	43.3	10	1	78	2017	2	1
최고의 귀농게임 추천합니다	28.0	9	0	29	2021	7	1
헤일리 사랑해 쪽쬷ㄲ죡쬭	81.0	10	8	6	2020	7	1
싱글도 재밌고,코옵도 재밌는 ㄹㅇ갓겜	142.9	10	0	40	2018	10	1
돌아온 목장이야기	26.9	9	2	1214	2016	2	1
Product received for free 1만 6천원을 주고 촌장님 팬티를 자랑하세요!	37.1	24	65	43	2018	8	1
힐링하려고 시작했다가 미친듯이 파밍하는 나를 발견하게 됨그리고 힐링하려고 했는데 애들 왁꾸가 정말 별로라서 질릴 때 종종 갈아주는 맛으로 합니다..리텍 사랑해	451.0	10	4	30	2021	2	1
갓겜. 다만 게임 속에서 3년정도 지나니 엄청 질림.그래도 멀티기능 기대됨.	296.9	12	2	63	2017	10	1
달걀축제를 시작하겠네!!승자는!!....dankan_ 그리고 RoughDog!!	49.8	7	3	102	2018	7	1
얼마 안했는데 슬슬 즐리긴 하지만 아직까진 재미있네요^^	511.8	8	33	32	2019	8	1
한동안 안하다가도 한 번 켜면 계절 하나 지날 때 까지 하게 됨	159.4	12	0	24	2021	2	1
재밌어요. 처음에 그래픽만 보고 편견을 갖으면서 겜 자체를 낮게 평가했는데 하면 할 수록 국밥 같은 재미있는 게임입니다.2020 11 29오랜만에 들어와봤는데 역시 재밌네요 ㅋㅋ	25.4	10	8	17	2020	2	1
스불재가뭔뜻인지아세여스타듀밸리불륜재밋다	371.2	10	32	53	2019	10	1
창작마당이 생기면스타바운드와 같은 길을걸어갈 힐.링.게.임	242.2	9	0	134	2018	1	1
하베스트문 + 동물의 숲 + 미연시 + 테라리아@ 요약쓸모없는 주인공의 스토리, 딱히 되지않는 연애 시스템하지만 하루라도 농사나 템파밍을 안하면 죽을거같은'인간이 노동에 의해 살아간다' 라는것을 증명해주는 게임재미는 보장, 시간때우기 딱좋은 연애+파밍시뮬레이타평점 10점 만점에 7.5@ 장점농사가 빅잼낚시는 빅빅잼전투 꿀잼땅에서 주은 과일 맛있게 먹음쓰래기통에 있는 물건 여친한테 갖다주니까 좋아함@ 단점패치마다 한글패치를 다시해야하는 점공식한패를 지원하지않는 점멀티를 정확히 구현하지 않은 점원맨쇼 게임이라 도트의 그래픽이 한계가 있음연하고 없는듯한 스토리	51.1	10	1	370	2017	7	1
스타바운드 제작사에서 만들어서 그런지 노래들이 당연히 압권 하지만 게임플레이할때 진행을 너무 빠르게 해버리면 후반에 재미가 반감될수도있음 또, 저장을 할려면 무조건 침대에 자야지 저장된다는점은 많이 아쉬운점이다. 멀티가ㅏ 이제 지원되기때문에 친구들과 놀면서 그냥 말그대로 게임을 즐기면좋을것같다.	113.9	5	1	109	2018	8	1
진심 개 꿀잼 시간 완전 빨리 감 낚시 어렵다고 하시는분들 마우스로 잡을 생각하지 마시고 알파벳 c로 잡으세요 낚시대 던지는것도 들어올리는것도 잡는것도 c로 하면 완전 편함	153.5	7	0	11	2021	1	1
시간 뒤지게 잘감 ㅋㅋ 시간 녹이고 싶으면 이거 추천	28.4	8	0	66	2020	9	1
친구들이랑 하면 재미있는 게임	22.1	8	0	37	2020	7	1
페니짜응	73.0	5	7	108	2020	5	1
Cats are love!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	199.3	10	5	29	2020	4	1
분명히 현실세계에서 벗어나 힐링을 하기 위해 게임을 켰는데여기서도 내 캐릭터는 밤새 노동하고 있다...멀티에서도 같이 힐링하려고 하는데 힐링농장은 커녕 공장을 돌리고 있더라...	32.7	8	8	200	2019	5	1
이 게임 돈값 제대로 함.ㅠㅠㅠ 소리도 그렇고 그래픽이나 뭔가 내용들이 힐링 게임이라서 너무 만족스러움! 16000원 게임 치곤 너무 좋아요. 가성비 진짜 제대로 하고.. 진짜 내가 600시간을 투자해서 시험을 망쳐버렸지만 마음의 안정을 찾은 게임이에요!!(공략은 적당히 보세요. 쉽게 질려요. 이거 레알 반박불가..) 질릴 때 리텍 끼고 하면 너무 막 씐나.꼭 사세요. 하비 세바스찬 헤일리 페니 등등 사랑해.. 우리 오래가자. 눈누난나~	954.0	7	3	4	2018	2	1
"귀농하여 시골에서 농사짓는게임...인줄 알았는데 시골에서 던전에 들어가 광캐고 몬스터를 때려잡으며, 마을에 있는 각종 여자들(유부녀를 포함해)을 후리고 다니며 호감도를 올리는 육성 RPG연애 농사 시뮬레이션인듯 하다.농경생활을 꿈꾸며 슬로우라이프를 즐기는 힐링 게임의 이미지가 강한데 농사지을 ""땅""을 가지고 있다고하니 딱히 몰입은 안되는듯 하다. 역시 현실이나 게임이나 부동산 투기가 답 인듯"	3.4	27	25	345	2016	12	1
바닐라도 재밌지만 리텍과 모드 쓰면 더 재밋다 개인적으로 농사 지어서 안 팔고 마지막 날에 원기옥 모아서 판 다음에 돈 쌓이는 거 보는 맛이랑 광산에서 폭탄 터트리는 맛으로 하는 거 같음 개인적으로 미연시 별로 안 좋아하는데 이거 보고 가끔 스듀밸 미연시 버전 나왔으면 하는 생각이 가끔 든다솔직히 처음 스듀밸 했을 때 NPC들 맘에 안 들었는데 점점 취향 개조 당한 건지 잡화점 아재 빼고 다 맘에 든다 광신도? 같은 친구도 이제는 꽤 괜찮아보인다 아직 뉴비라 잘 모르겠지만 확실한 건 첫 남편은 무족권 세바스찬이다	194.1	7	1	11	2021	9	1
매주 화요일은 잡화점에서 마을사람이 모여 에어로빅하는날! 다함께 태보의 세계로 빠져볼까요? @==(^0^)@ @(^0^)==@ 태 보 해	292.4	9	31	119	2019	4	1
이제 씨앗만 봐도 무슨 작물인지 알게되었다.	218.3	6	14	238	2016	7	1
군대가기전 내 마음을 달래주는 힐링겜배경 배경음악 게임성 모든것이 날 치유해준다위쳐 다음으로 인생겜 인정합니까? 네 인정합니다	67.3	6	0	518	2016	4	1
Product received for free 바쁘고 지친 일상 속 나의 작은 쉼터혼자서도 재밌지만, 친구와 함께 하시는 것을 추천 드립니다.	129.2	7	4	37	2019	7	1
재밌음. 모바일 세이브파일도 옮길수있어서 개꿀임	213.4	9	0	17	2020	9	1
넘모 재미써서 24시간이 모잘라요 ㅠㅠ	307.2	6	0	3814	2018	11	1
ㄹㅇ이런 갓겜도 없는거 같네요 짱짱!!	96.3	9	1	128	2017	4	1
시간 가는줄 모르고 한 갓-겜. 근데 3-4년차쯤 되면 할 꺼 다해서 현자타임옴. 맘 같아서는 기억 삭제하고 처음부터 다시하고 싶을 정도로 재미있게함!	335.0	7	4	34	2017	12	1
더 말할게 없는 게임.. 너무 재미있다.. 나의 경우는 꽤나 이입해서 플레이를 하는 바람에.. 자주 과하게 하곤 했다.. 그래도 재밌다... 끌때 너무 아쉽다.. 3년차가 되면 컨텐츠가 질린다고들 하는데.. 나의 경우는 다른 마을을 만들어서 다시 키우고 새로운 삶을 살아 보곤하였다.. 돈을 버는 재미가 쏠쏠하다.. 정말 강추하지만 시간을 여기다 할애해선 안돼는 사람에는 비추한다.. 왜냐면 정말 문명급의 타임머신 게임이기 때문이다.. 하루가 지나고 꺼야하지만.. 또 하루가 시작되면 플레이를 하고 다음날 꺼야지.. 다음날 꺼야지... 다음날꺼야지.. 하나다 진짜로 다음날이 되어있는 게임이다... 정말 무시무시하다... 필자는 고삼수험생이지만 꿈에서도 농사를 지어버리는 지경에 이르렀다..	302.2	5	0	88	2017	11	1
"섹시한 간호사가 있길래, 매일 찾아가서 인사하고,요리도 해서 주고, 과일도 동굴에 가서 구해서 주고, 심지어 다이아몬드 까지 줬는데, !!!!춤추자고 데이트 신청했는데 거절 당했다. 아니 말도 하기전에 ""초대 하지 말아줘"" 라고 했다. 급격히 시무룩해져서, 페스티발 안가고 집에와서 잠만 잤다..... 다 미워할거야.....9/10"	501.1	6	8	6140	2016	3	1
NDS시절 목장이야기를 굉장히 재미있게 했었는데, 딱 그느낌이다.	18.4	5	1	125	2021	6	1
농사 게임이라고 얕보면 안 됨. 각종 농사 게임 중에 가장 재미있음.한 번도 안 해 본 사람은 있어도 한 번만 해 본 적 없다는 그 게임.	131.5	10	2	18	2018	12	1
힐링 갓겜	18.1	9	0	28	2020	9	1
유사 미연시 + 극한의 노가다 + 마이룸 꾸미기 = 불륜듀밸리	149.0	8	3	209	2020	12	1
말안해도 해본사람들 다알죠?이겜이 갓겜이라는거.	40.6	11	1	45	2019	2	1
할아버지 저 열심히 살고 있어요!	130.3	8	12	84	2018	7	1
하루가 너무 짧음.재밌어서 짧다는게 아니라 시스템적으로 짧음.할건 뒤지게 많은데 밭에 물주고 광산 잠깐 갔다오면 새벽임.게임이 재미있어서 중독된다기보다떵을 싸는데 싸는 도중에 잠이와서 내일 싸던 떵을 마저 싸야 되는데내일 일어나서 싸도 마저 다 못싸고 다시 싸는 느낌임.그렇게 일할것도 많은데 체력게이지까지 있어서채울수단 없으면 싸다가 울면서 자는꼴이됨.그게 게임상 1년 내내 계속됨. ㅇㅋ?충분히 재미는 있고 레트로 감성 좋고 시스템 좋고 브금 다 좋은데.이게 뭐 범접못할 중독성을 가진건 아니라는 뜻.	29.9	6	3	9369	2018	4	1
세일할 때 산 내 스팀 첫게임인데 솔직히 돈값하는게임임.죤2나 복잡하고 뛰댕기고 총쏘고 하는 FPS게임이나 3D게임 같은거 멀미하는 사람들 많던데그런 사람들한테도 추천하고싶음 힐링 할 수 있음 이거 레알 갓겜임그냥 별 생각없이 농사짓고 놀러다니고 움직이기만 했는데 시간 많이 지나있음플레이타임도 내가 이정도나 했어? 할 정도임가장 큰 메리트는 컴퓨터가 좋지 않아도 게임을 돌릴 수 있다는거	59.6	13	2	16	2019	3	1
"스타듀밸리를 하기전 내가 한 게임이라고는 내가 하고싶어서 한 게임보다는 친구들이 해서, 같이 하기 위한 게임들이 전부였다.스타,메이플,롤, 옵치, 배그 등등... 얼마전 처음 스팀게임에 입문하게 되었고, 그중 스타듀밸리를 시작하게 되었다.처음 시작은 단지 귀농하는 컨텐츠가 마음에 들어서 가볍게 힐링하려는 마음으로 시작하게 되었으나,막상 시작해보니 스토리적 구성이나 짜임새 각종 세밀한 컨텐츠까지 왜 내가 이제서야 이 게임을 알게되었을까 라고 느꼈다.간단하게 짬짬이 하려던 게임이 어느새 1주일남짓만에 플레이타임 70시간을 넘어서게 되었고,나는 나도 모르는 사이 스타듀밸리에 빠져버렸다. 마침내 나는 나만을 위한 게임을 찾은것 같다.만약 누군가가 나에게 ""요즘 게임 할만한게 없네.. 하나 추천좀 해줘"" 하면 나는 바로 이 게임을 추천할 것이다.내가 느낀 이런 감정을 다른 그 사람에게도 느끼게 해주고 싶기 때문이다."	427.5	8	0	42	2019	1	1
우선 창의적이고 상상력이 풍부한 사람들이 하면 좋을거 같아요또는 인테리어에 관심이 있고 건물 배치, 물건 배치를 좋아하는 사람들에게 강추 !!!!!! 게임자체가 편안한 느낌이고 정다운 느낌이여서 손이 느려서 게임이 어렵다?게임이 익숙하지 않다? 그런 분이 하시면 좋을 것 같아융!! 게임단계가 엄청 많아서 해도 해도 재밌어용!!!!그리고 하루가 반복되지 않는 것!! 그 자체 만으로 계획을 하며 게임을 하니 지루하지 않아요!!	287.6	6	0	21	2021	4	1
혼자 심심할때 할거없을때 시간때우기 좋은게임!! 아기자기한거 좋아하고 고전느낌 좋아하면 추천!!!굿굿	693.3	7	1	11	2020	9	1
무려 한국어 패치가 된 힐링게임	264.4	6	1	56	2018	8	1
시간도둑	220.9	10	1	81	2020	5	1
본격 시간 잡아먹는 게임현실에선 비루한 노동자이지만여기서 만큼은 갓물주다.어서 다들 스타듀밸리에서 세컨드 인생 시작해라!	100.8	8	2	21	2018	3	1
한글패치+멀티+힐링=갓타듀 킹리***간혹 한글패치 후 멀티플레이로 스토리를 진행하다보면 검은색 몬스터(?)같이 생긴 친구가 나오는 스토리에서 팅김현상이 발생할 수 있습니다.이럴땐 당황하지 마시고 메인메뉴로 돌아가 적용된 한글패치를 영어로 변경 후 검은색 몬스터 친구 스토리를 넘기시고 저장하신 다음 한국어로 재변경하고 진행하시면 됩니다.	51.0	8	0	134	2018	5	1
